"","hlev2g","wksuem","agegp","efmjsi","efmjie"
"1041",6,96,1,2,2
"1042",1,96,16,4,1
"1043",3,0,10,2,1
"1044",4,3,12,2,2
"1045",4,0,9,2,1
"1046",2,0,15,2,1
"1047",2,24,12,2,2
"1048",2,0,7,2,2
"1049",1,96,16,4,1
"1050",1,0,15,4,1
"1051",1,0,15,4,2
"1052",2,0,10,2,1
"1053",3,0,10,2,2
"1054",6,96,3,2,2
"1055",1,0,4,2,2
"1056",2,0,11,2,2
"1057",2,0,13,2,1
"1058",2,0,11,2,2
"1059",3,0,13,2,1
"1060",9,0,7,2,2
"1061",2,0,6,2,2
"1062",2,0,5,2,2
"1063",2,0,7,2,1
"1064",2,0,7,2,2
"1065",2,0,7,2,1
"1066",2,0,6,2,1
"1067",1,0,12,2,1
"1068",4,0,12,2,2
"1069",1,0,4,2,2
"1070",4,0,6,2,2
"1071",3,0,12,2,2
"1072",4,0,11,2,1
"1073",1,0,4,2,2
"1074",3,0,11,2,2
"1075",3,0,11,2,1
"1076",4,0,9,2,1
"1077",2,0,8,2,1
"1078",2,0,12,2,1
"1079",4,0,11,2,1
"1080",4,0,13,2,2
"1081",1,8,4,2,2
"1082",4,0,9,2,1
"1083",4,0,8,2,2
"1084",6,96,1,2,2
"1085",6,96,1,2,2
"1086",4,0,12,4,1
"1087",6,96,1,4,2
"1088",4,96,16,6,1
"1089",3,52,15,6,2
"1090",2,0,14,6,1
"1091",3,0,13,6,2
"1092",2,0,8,2,1
"1093",6,96,2,2,2
"1094",6,96,2,2,2
"1095",4,0,9,2,2
"1096",4,0,9,2,1
"1097",6,96,2,2,2
"1098",6,96,2,2,2
"1099",6,96,1,2,2
"1100",4,0,10,2,1
"1101",6,96,2,2,2
"1102",6,96,2,2,2
"1103",1,96,16,4,1
"1104",3,96,16,4,2
"1105",2,8,13,2,2
"1106",2,0,13,2,1
"1107",2,96,16,6,1
"1108",4,0,7,2,1
"1109",3,0,7,2,2
"1110",2,0,7,2,1
"1111",9,0,7,2,2
"1112",3,0,7,2,1
"1113",6,96,3,2,2
"1114",1,96,16,4,1
"1115",3,44,12,4,1
"1116",3,0,11,2,1
"1117",2,0,11,3,2
"1118",2,0,10,3,1
"1119",1,0,4,3,2
"1120",6,96,3,3,2
"1121",4,0,7,2,1
"1122",1,36,8,2,2
"1123",2,0,9,2,1
"1124",1,0,4,2,2
"1125",6,96,1,2,2
"1126",3,96,16,4,1
"1127",1,96,16,4,2
"1128",2,0,12,2,2
"1129",2,0,12,2,1
"1130",4,0,6,2,2
"1131",3,0,8,2,1
"1132",4,29,8,2,2
"1133",6,96,1,2,2
"1134",4,0,12,2,2
"1135",4,0,12,2,1
"1136",4,0,7,2,2
"1137",2,0,6,2,2
"1138",4,0,12,2,2
"1139",3,0,12,2,1
"1140",4,4,7,2,2
"1141",4,0,6,2,2
"1142",3,0,9,2,1
"1143",4,96,16,6,1
"1144",1,96,16,4,1
"1145",3,0,12,2,1
"1146",1,96,16,4,1
"1147",2,0,10,2,2
"1148",2,0,12,2,1
"1149",2,0,6,2,2
"1150",9,0,4,2,2
"1151",6,96,1,2,2
"1152",4,2,9,2,1
"1153",4,0,9,2,2
"1154",6,96,2,2,2
"1155",6,96,1,2,2
"1156",4,0,14,2,1
"1157",3,0,13,2,2
"1158",3,0,11,2,1
"1159",3,18,10,2,2
"1160",2,0,5,2,2
"1161",2,0,15,6,1
"1162",4,0,8,2,1
"1163",3,52,8,2,2
"1164",6,96,3,2,2
"1165",6,96,1,2,2
"1166",2,0,15,6,2
"1167",1,0,15,6,1
"1168",2,21,6,6,2
"1169",2,0,12,2,1
"1170",2,0,6,2,2
"1171",1,0,5,2,2
"1172",3,0,15,4,1
"1173",2,0,10,5,2
"1174",3,0,10,5,1
"1175",6,96,3,5,2
"1176",6,96,2,5,2
"1177",3,96,16,4,1
"1178",4,0,11,2,2
"1179",2,0,11,2,1
"1180",2,0,6,2,2
"1181",6,96,3,2,2
"1182",4,0,13,2,2
"1183",4,1,13,2,1
"1184",4,0,6,2,2
"1185",4,0,6,2,2
"1186",4,0,6,2,2
"1187",3,0,7,2,1
"1188",1,96,16,4,1
"1189",2,96,16,4,2
"1190",3,0,15,2,1
"1191",3,20,13,2,1
"1192",4,0,14,4,1
"1193",1,0,10,3,2
"1194",1,0,11,3,1
"1195",1,0,6,3,2
"1196",1,0,5,3,2
"1197",6,96,3,3,2
"1198",6,96,2,3,2
"1199",6,96,1,3,2
"1200",3,0,10,2,1
"1201",6,96,3,2,2
"1202",6,96,3,2,2
"1203",2,96,16,4,1
"1204",6,96,1,4,2
"1205",6,96,1,4,2
"1206",6,96,3,4,2
"1207",1,0,6,4,1
"1208",3,0,15,5,1
"1209",3,0,9,2,2
"1210",2,0,9,2,1
"1211",6,96,1,2,2
"1212",3,0,11,2,1
"1213",6,96,2,2,2
"1214",3,0,11,2,2
"1215",3,8,7,2,1
"1216",4,0,7,2,1
"1217",1,0,13,2,1
"1218",1,0,13,2,2
"1219",1,0,7,2,2
"1220",3,0,12,2,2
"1221",3,0,12,2,1
"1222",2,0,6,2,2
"1223",3,0,6,2,2
"1224",3,0,13,2,1
"1225",2,13,11,2,1
"1226",3,0,11,2,2
"1227",2,0,6,2,2
"1228",1,0,4,2,2
"1229",1,0,13,2,2
"1230",4,0,13,2,1
"1231",4,0,8,2,1
"1232",3,0,11,2,2
"1233",3,0,11,2,1
"1234",1,96,16,4,1
"1235",1,96,16,4,2
"1236",1,96,16,4,1
"1237",3,0,9,2,2
"1238",4,0,9,2,1
"1239",6,96,1,2,2
"1240",6,96,1,2,2
"1241",1,0,14,2,2
"1242",1,0,13,2,1
"1243",2,0,11,2,1
"1244",2,0,9,2,2
"1245",6,96,3,2,2
"1246",6,96,3,2,2
"1247",2,0,10,2,2
"1248",3,22,11,2,1
"1249",2,12,6,2,2
"1250",3,0,6,2,2
"1251",6,96,3,2,2
"1252",3,2,6,2,2
"1253",3,0,12,2,1
"1254",2,0,15,2,1
"1255",3,0,15,2,2
"1256",2,0,10,2,1
"1257",9,0,9,2,2
"1258",6,96,1,2,2
"1259",2,96,16,6,1
"1260",1,96,16,4,1
"1261",3,0,9,2,1
"1262",4,0,8,2,2
"1263",6,96,1,2,2
"1264",6,96,1,2,2
"1265",2,0,9,2,1
"1266",3,0,9,2,2
"1267",3,0,13,5,1
"1268",4,0,14,5,2
"1269",2,0,15,2,2
"1270",2,0,15,2,2
"1271",4,0,7,2,1
"1272",3,0,10,2,1
"1273",2,0,11,2,1
"1274",2,0,11,2,2
"1275",2,20,5,2,2
"1276",1,50,4,2,2
"1277",2,0,11,2,1
"1278",1,0,12,2,2
"1279",4,0,13,3,1
"1280",3,0,13,3,2
"1281",2,0,13,2,2
"1282",4,0,12,2,1
"1283",2,2,6,2,2
"1284",2,22,5,2,2
"1285",1,0,15,6,1
"1286",2,0,14,6,2
"1287",2,96,16,4,1
"1288",1,30,15,4,1
"1289",4,0,11,2,1
"1290",3,0,8,2,1
"1291",9,0,8,2,2
"1292",6,96,2,2,2
"1293",6,96,2,2,2
"1294",6,96,1,2,2
"1295",6,96,1,2,2
"1296",4,0,13,3,1
"1297",4,0,12,3,2
"1298",4,0,6,3,2
"1299",2,0,10,2,2
"1300",2,0,12,2,1
"1301",1,8,4,2,2
"1302",1,8,4,2,2
"1303",2,0,15,5,2
"1304",3,0,15,5,1
"1305",3,0,7,2,1
"1306",3,0,7,2,2
"1307",3,0,7,4,1
"1308",6,96,2,4,2
"1309",6,96,1,4,2
"1310",6,96,1,4,2
"1311",3,0,11,2,2
"1312",2,0,10,2,1
"1313",1,0,16,4,1
"1314",4,0,8,2,2
"1315",3,0,8,2,1
"1316",6,96,1,2,2
"1317",2,0,12,3,1
"1318",4,0,14,2,1
"1319",1,96,16,2,2
"1320",2,0,6,2,2
"1321",9,0,10,2,2
"1322",3,0,9,2,1
"1323",6,96,3,2,2
"1324",6,96,2,2,2
"1325",6,96,1,2,2
"1326",6,96,1,2,2
"1327",3,0,13,4,2
"1328",4,0,14,4,1
"1329",6,96,3,4,2
"1330",3,2,10,3,1
"1331",2,2,10,3,2
"1332",6,96,3,3,2
"1333",6,96,1,3,2
"1334",1,96,16,6,2
"1335",4,96,16,6,1
"1336",3,0,11,2,1
"1337",3,0,10,2,1
"1338",4,96,16,6,1
"1339",2,1,7,2,1
"1340",1,0,15,4,1
"1341",3,0,13,4,2
"1342",4,0,15,3,1
"1343",3,0,10,2,1
"1344",3,0,9,2,2
"1345",6,96,2,2,2
"1346",6,96,2,2,2
"1347",6,96,2,2,2
"1348",6,96,1,2,2
"1349",4,28,13,2,2
"1350",3,0,14,2,1
"1351",3,0,9,2,2
"1352",2,38,9,2,1
"1353",6,96,3,2,2
"1354",6,96,3,2,2
"1355",3,12,8,2,1
"1356",2,22,9,2,2
"1357",1,40,4,2,2
"1358",6,96,3,2,2
"1359",6,96,3,2,2
"1360",2,96,16,5,1
"1361",1,0,14,2,1
"1362",1,36,14,2,2
"1363",3,0,12,4,1
"1364",3,0,11,2,1
"1365",2,0,12,2,2
"1366",3,0,11,2,2
"1367",3,0,12,2,1
"1368",3,0,6,2,2
"1369",1,0,4,2,2
"1370",2,0,7,2,1
"1371",3,0,6,2,2
"1372",2,96,16,4,1
"1373",4,0,16,2,1
"1374",2,0,15,6,2
"1375",3,32,15,6,1
"1376",2,52,8,4,1
"1377",1,52,4,4,2
"1378",6,96,3,4,2
"1379",4,96,16,4,1
"1380",1,96,16,4,2
"1381",4,6,7,2,1
"1382",2,0,13,6,1
"1383",1,0,12,2,1
"1384",2,0,16,6,1
"1385",3,0,15,6,2
"1386",4,0,8,2,2
"1387",3,0,8,2,1
"1388",6,96,1,2,2
"1389",1,96,16,4,1
"1390",1,0,15,4,2
"1391",3,8,12,2,1
"1392",3,0,12,2,2
"1393",1,0,10,4,1
"1394",1,0,10,4,2
"1395",2,0,5,4,2
"1396",6,96,3,4,2
"1397",6,96,3,4,2
"1398",6,96,3,4,2
"1399",2,52,13,2,2
"1400",3,4,12,2,1
"1401",2,0,11,2,1
"1402",3,0,13,2,1
"1403",3,0,12,2,2
"1404",1,96,16,4,1
"1405",1,52,15,4,2
"1406",4,96,16,2,2
"1407",3,0,10,2,1
"1408",3,0,13,6,1
"1409",4,0,10,2,1
"1410",6,96,3,2,2
"1411",6,96,3,2,2
"1412",2,96,16,2,2
"1413",1,0,10,2,1
"1414",2,0,10,2,1
"1415",2,0,10,2,2
"1416",6,96,2,2,2
"1417",4,0,9,2,1
"1418",2,0,4,2,1
"1419",4,0,11,2,2
"1420",4,0,11,2,1
"1421",6,96,2,2,2
"1422",3,0,7,2,1
"1423",2,0,8,2,2
"1424",3,0,6,2,2
"1425",2,0,6,2,1
"1426",3,0,13,2,2
"1427",4,0,11,2,1
"1428",1,96,16,2,2
"1429",2,0,11,2,1
"1430",1,0,12,2,1
"1431",2,0,12,2,2
"1432",1,0,12,2,1
"1433",3,0,13,2,2
"1434",2,0,7,2,2
"1435",2,0,10,2,1
"1436",4,0,7,2,2
"1437",4,0,7,2,1
"1438",4,0,12,2,1
"1439",2,0,11,2,2
"1440",1,52,11,2,2
"1441",1,21,12,2,1
"1442",3,0,6,2,2
"1443",3,0,9,2,2
"1444",2,0,9,2,2
"1445",6,96,1,2,2
"1446",2,0,13,2,2
"1447",3,0,13,2,1
"1448",4,0,14,5,1
"1449",2,0,14,5,2
"1450",2,0,10,2,1
"1451",4,0,13,2,1
"1452",2,0,14,2,2
"1453",4,6,7,2,2
"1454",3,2,10,2,1
"1455",6,96,3,2,2
"1456",3,9,13,2,2
"1457",3,0,10,2,1
"1458",6,96,3,2,2
"1459",9,8,7,2,1
"1460",3,0,13,6,2
"1461",3,96,16,6,1
"1462",4,0,15,4,2
"1463",4,96,16,4,1
"1464",4,0,11,2,1
"1465",2,0,6,2,2
"1466",1,0,4,2,2
"1467",2,0,12,2,1
"1468",2,14,10,2,1
"1469",4,0,8,2,1
"1470",4,0,14,2,2
"1471",1,0,7,2,1
"1472",3,0,8,2,1
"1473",4,0,15,6,1
"1474",4,0,15,6,2
"1475",3,0,13,2,1
"1476",2,0,13,2,2
"1477",3,0,13,3,1
"1478",3,0,12,2,2
"1479",1,0,12,2,2
"1480",2,0,7,2,2
"1481",6,96,1,2,2
"1482",3,8,9,2,1
"1483",1,0,7,2,2
"1484",3,96,16,4,1
"1485",4,0,11,2,2
"1486",4,0,10,2,1
"1487",1,0,4,2,2
"1488",6,96,3,2,2
"1489",6,96,3,2,2
"1490",6,96,3,2,2
"1491",4,0,9,2,1
"1492",6,96,2,2,2
"1493",6,96,1,2,2
"1494",6,96,1,2,2
"1495",4,0,10,2,2
"1496",3,0,11,2,2
"1497",2,0,5,2,2
"1498",4,0,15,2,1
"1499",2,0,14,2,2
"1500",2,0,10,2,2
"1501",4,0,15,6,1
"1502",4,0,14,2,1
"1503",4,0,6,3,1
"1504",4,0,6,2,1
"1505",3,0,9,2,1
"1506",3,0,9,2,2
"1507",6,96,2,2,2
"1508",6,96,1,2,2
"1509",6,96,1,2,2
"1510",4,96,16,6,1
"1511",2,96,16,6,2
"1512",1,96,16,3,2
"1513",1,96,16,3,1
"1514",3,0,14,2,2
"1515",3,0,12,2,1
"1516",1,96,16,4,1
"1517",3,0,7,2,1
"1518",4,96,16,4,1
"1519",2,96,16,4,2
"1520",4,0,11,2,1
"1521",3,0,11,2,2
"1522",6,96,3,2,2
"1523",2,0,8,2,1
"1524",2,0,7,2,2
"1525",4,0,12,2,2
"1526",4,0,12,2,1
"1527",6,96,3,2,2
"1528",4,0,11,2,1
"1529",2,12,10,2,2
"1530",9,0,6,2,1
"1531",2,0,11,6,2
"1532",2,96,16,6,1
"1533",3,0,7,6,2
"1534",3,0,10,2,2
"1535",4,0,10,2,1
"1536",6,96,2,2,2
"1537",6,96,2,2,2
"1538",3,96,16,6,2
"1539",3,96,16,6,1
"1540",1,0,15,4,1
"1541",4,0,11,2,1
"1542",2,96,16,2,2
"1543",3,0,13,2,1
"1544",3,0,7,2,1
"1545",4,0,7,2,2
"1546",9,0,6,2,1
"1547",2,52,15,6,1
"1548",3,52,15,6,2
"1549",2,0,10,2,2
"1550",3,6,14,2,1
"1551",3,0,13,2,2
"1552",4,0,13,2,1
"1553",1,0,4,2,2
"1554",1,0,4,4,1
"1555",6,96,3,4,2
"1556",2,26,10,2,1
"1557",3,0,9,2,1
"1558",2,0,12,2,1
"1559",3,20,12,2,2
"1560",2,0,13,5,1
"1561",4,0,10,3,1
"1562",4,0,9,3,2
"1563",4,0,7,2,1
"1564",3,0,6,2,1
"1565",3,0,13,2,1
"1566",3,0,14,6,1
"1567",2,46,13,6,2
"1568",2,0,9,4,1
"1569",2,0,8,4,2
"1570",6,96,1,4,2
"1571",6,96,1,4,2
"1572",6,96,1,4,2
"1573",4,0,11,2,1
"1574",4,0,11,2,2
"1575",6,96,2,2,2
"1576",6,96,1,2,2
"1577",2,44,12,2,2
"1578",3,0,12,2,1
"1579",4,0,10,2,1
"1580",3,0,10,2,2
"1581",6,96,2,2,2
"1582",6,96,1,2,2
"1583",3,0,14,5,1
"1584",2,0,15,5,2
"1585",2,0,7,5,2
"1586",2,0,14,2,1
"1587",1,52,14,2,2
"1588",2,8,6,2,2
"1589",3,0,6,2,1
"1590",4,96,16,4,1
"1591",3,0,11,2,1
"1592",1,0,4,2,2
"1593",6,96,3,2,2
"1594",6,96,3,2,2
"1595",4,0,10,2,1
"1596",6,96,3,2,2
"1597",6,96,3,2,2
"1598",2,0,13,6,2
"1599",2,0,14,6,1
"1600",2,0,13,4,1
"1601",3,0,12,2,1
"1602",2,0,11,2,2
"1603",2,45,5,2,2
"1604",6,96,3,2,2
"1605",3,0,15,2,2
"1606",3,0,16,2,1
"1607",3,96,16,4,1
"1608",3,40,12,2,2
"1609",3,0,13,2,1
"1610",4,0,6,2,2
"1611",2,0,6,2,2
"1612",3,0,15,2,2
"1613",3,0,11,2,2
"1614",2,0,7,2,1
"1615",2,0,10,2,1
"1616",2,0,10,2,2
"1617",6,96,3,2,2
"1618",6,96,2,2,2
"1619",3,96,16,5,2
"1620",3,0,16,5,1
"1621",2,0,12,3,1
"1622",3,0,12,3,2
"1623",4,0,15,6,1
"1624",4,12,7,2,1
"1625",3,12,12,2,1
"1626",3,0,11,2,2
"1627",3,96,16,4,1
"1628",3,96,16,4,2
"1629",3,52,13,2,2
"1630",4,0,8,2,1
"1631",1,52,7,2,2
"1632",2,0,11,2,1
"1633",1,0,5,2,2
"1634",1,96,16,6,1
"1635",3,0,12,2,1
"1636",3,0,9,2,2
"1637",4,0,8,2,1
"1638",2,0,7,2,1
"1639",1,0,9,2,2
"1640",3,52,8,4,1
"1641",1,0,8,2,1
"1642",1,96,16,4,1
"1643",2,0,10,2,1
"1644",4,0,7,2,1
"1645",4,0,7,2,2
"1646",4,17,15,2,1
"1647",3,52,15,2,2
"1648",4,0,13,2,1
"1649",4,0,14,2,1
"1650",3,0,8,2,1
"1651",3,96,16,6,1
"1652",1,96,16,6,2
"1653",3,0,10,2,2
"1654",2,0,10,2,1
"1655",6,96,2,2,2
"1656",6,96,2,2,2
"1657",4,0,10,2,2
"1658",4,0,11,2,1
"1659",1,0,4,2,2
"1660",6,96,3,2,2
"1661",1,0,14,6,2
"1662",2,0,13,6,1
"1663",6,96,3,6,2
"1664",3,0,12,2,2
"1665",3,14,12,2,1
"1666",1,0,5,2,2
"1667",4,0,12,2,1
"1668",4,0,12,2,2
"1669",2,0,5,2,2
"1670",2,0,11,2,2
"1671",4,16,11,2,1
"1672",6,96,3,2,2
"1673",6,96,2,2,2
"1674",3,0,8,2,1
"1675",6,96,2,2,2
"1676",2,96,16,4,1
"1677",2,0,12,2,1
"1678",6,96,3,2,2
"1679",4,0,14,6,1
"1680",4,0,11,2,1
"1681",3,0,11,2,2
"1682",1,0,4,2,2
"1683",3,0,12,2,2
"1684",2,0,12,2,1
"1685",4,0,7,4,1
"1686",3,0,9,2,1
"1687",3,8,9,2,2
"1688",3,0,8,2,1
"1689",6,96,1,2,2
"1690",1,96,16,4,2
"1691",1,96,16,4,1
"1692",4,0,10,2,1
"1693",4,52,8,2,2
"1694",6,96,1,2,2
"1695",1,96,16,4,1
"1696",1,0,9,4,2
"1697",2,96,16,4,2
"1698",2,96,16,4,1
"1699",3,0,10,2,1
"1700",4,52,9,4,1
"1701",3,0,13,2,1
"1702",3,0,6,2,2
"1703",2,0,5,2,2
"1704",3,0,8,2,2
"1705",4,0,8,2,1
"1706",6,96,2,2,2
"1707",6,96,1,2,2
"1708",6,96,1,2,2
"1709",2,0,12,4,1
"1710",3,0,12,2,1
"1711",2,0,13,2,2
"1712",2,0,11,2,1
"1713",4,0,12,2,2
"1714",3,3,6,2,2
"1715",1,12,5,2,2
"1716",1,96,16,4,1
"1717",1,96,16,4,2
"1718",2,0,10,2,2
"1719",4,0,10,2,1
"1720",6,96,2,2,2
"1721",3,0,7,2,2
"1722",3,0,6,2,1
"1723",6,96,1,2,2
"1724",3,0,14,6,2
"1725",3,0,13,6,2
"1726",3,12,8,6,1
"1727",2,0,13,2,1
"1728",2,0,12,2,2
"1729",3,0,15,2,2
"1730",4,0,13,2,1
"1731",3,0,11,2,1
"1732",3,0,11,2,2
"1733",1,0,4,2,2
"1734",6,96,3,2,2
"1735",1,0,11,2,2
"1736",1,0,11,2,1
"1737",6,96,3,2,2
"1738",1,0,6,2,2
"1739",2,12,13,3,1
"1740",4,16,12,2,1
"1741",3,0,13,2,2
"1742",1,0,9,4,2
"1743",3,0,8,4,1
"1744",6,96,3,4,2
"1745",6,96,1,4,2
"1746",6,96,1,4,2
"1747",4,0,15,4,1
"1748",3,0,9,2,1
"1749",3,0,9,2,2
"1750",3,52,4,2,2
"1751",6,96,3,2,2
"1752",6,96,2,2,2
"1753",1,96,16,4,1
"1754",2,96,16,4,2
"1755",4,0,11,2,2
"1756",3,0,14,2,1
"1757",4,0,9,2,2
"1758",4,0,11,2,1
"1759",6,96,2,2,2
"1760",2,0,5,2,2
"1761",4,0,9,2,1
"1762",2,0,14,6,2
"1763",4,0,14,6,1
"1764",2,0,12,2,2
"1765",3,0,12,2,1
"1766",2,0,14,2,1
"1767",1,0,14,2,2
"1768",3,0,12,2,2
"1769",3,0,11,2,1
"1770",1,0,5,2,2
"1771",1,96,16,4,1
"1772",2,0,14,4,1
"1773",2,0,13,2,1
"1774",2,38,14,6,1
"1775",1,0,14,6,2
"1776",3,0,12,2,2
"1777",2,0,11,2,1
"1778",3,4,6,2,2
"1779",4,0,11,2,1
"1780",4,0,12,2,2
"1781",2,0,6,2,2
"1782",2,2,5,2,2
"1783",3,0,15,6,1
"1784",3,0,11,4,1
"1785",3,0,14,2,1
"1786",6,96,2,4,2
"1787",4,0,6,2,1
"1788",4,0,6,2,2
"1789",3,0,11,2,1
"1790",1,96,16,4,1
"1791",1,96,16,4,2
"1792",1,96,16,4,1
"1793",4,0,13,4,2
"1794",1,0,14,2,2
"1795",2,0,15,2,1
"1796",2,0,13,3,1
"1797",1,0,8,2,2
"1798",3,0,8,2,1
"1799",6,96,2,2,2
"1800",6,96,3,2,2
"1801",3,0,12,2,1
"1802",1,0,13,2,1
"1803",3,96,16,6,1
"1804",1,96,16,4,1
"1805",3,0,14,2,2
"1806",4,52,13,2,2
"1807",3,0,8,2,1
"1808",6,96,3,2,2
"1809",4,0,14,2,2
"1810",3,0,14,2,1
"1811",2,0,7,2,2
"1812",2,0,7,2,1
"1813",6,96,2,2,2
"1814",6,96,1,2,2
"1815",6,96,1,2,2
"1816",3,0,12,2,2
"1817",1,40,13,2,1
"1818",3,52,7,2,2
"1819",3,0,8,2,1
"1820",4,24,8,2,2
"1821",6,96,1,2,2
"1822",2,0,13,2,2
"1823",3,0,16,2,1
"1824",6,96,3,2,2
"1825",3,0,7,2,2
"1826",2,0,7,2,1
"1827",6,96,1,2,2
"1828",6,96,1,2,2
"1829",3,0,12,4,2
"1830",1,0,12,4,1
"1831",2,52,14,6,1
"1832",1,52,14,6,2
"1833",3,96,16,6,1
"1834",3,0,16,6,2
"1835",3,0,14,4,1
"1836",1,0,13,4,2
"1837",3,0,15,2,1
"1838",4,0,13,2,1
"1839",2,0,5,2,2
"1840",2,0,4,2,2
"1841",1,30,12,2,1
"1842",2,24,13,2,2
"1843",2,0,13,2,1
"1844",4,0,9,2,2
"1845",4,0,9,2,1
"1846",6,96,3,2,2
"1847",6,96,2,2,2
"1848",3,0,10,2,1
"1849",3,0,7,2,1
"1850",6,96,3,2,2
"1851",6,96,3,2,2
"1852",6,96,2,2,2
"1853",9,12,6,2,1
"1854",1,96,16,4,1
"1855",3,96,16,4,2
"1856",2,96,16,6,2
"1857",2,96,16,6,1
"1858",4,96,16,6,1
"1859",4,96,16,6,2
"1860",4,96,16,4,1
"1861",3,96,16,4,2
"1862",4,0,12,2,2
"1863",4,0,12,2,1
"1864",4,0,6,2,2
"1865",2,3,6,2,2
"1866",2,0,5,2,2
"1867",3,96,16,6,1
"1868",3,0,10,2,1
"1869",2,0,10,2,2
"1870",2,0,5,2,2
"1871",2,0,9,2,2
"1872",3,0,10,2,1
"1873",1,0,14,6,2
"1874",2,0,14,6,1
"1875",3,1,13,2,1
"1876",3,1,14,2,2
"1877",3,0,11,2,1
"1878",3,0,9,2,2
"1879",6,96,1,2,2
"1880",2,0,6,2,1
"1881",1,0,4,2,2
"1882",1,0,4,2,2
"1883",4,0,11,2,1
"1884",3,0,12,2,2
"1885",3,30,12,2,1
"1886",2,0,11,2,2
"1887",2,0,6,2,2
"1888",2,0,4,2,2
"1889",2,0,5,2,2
"1890",3,4,8,2,1
"1891",1,96,16,4,2
"1892",1,96,16,4,1
"1893",4,15,13,6,1
"1894",4,0,15,6,1
"1895",4,0,13,2,2
"1896",4,0,14,2,1
"1897",2,16,6,2,2
"1898",4,0,9,2,1
"1899",4,0,10,2,2
"1900",6,96,3,2,2
"1901",6,96,2,2,2
"1902",4,0,15,6,1
"1903",9,0,9,4,1
"1904",2,32,6,4,2
"1905",1,7,4,4,2
"1906",1,7,5,4,2
"1907",6,96,3,4,2
"1908",2,40,16,4,1
"1909",2,0,15,4,2
"1910",4,0,14,2,1
"1911",9,52,14,2,2
"1912",2,0,10,2,2
"1913",3,0,11,2,1
"1914",6,96,3,2,2
"1915",6,96,3,2,2
"1916",1,96,16,4,1
"1917",1,96,16,4,2
"1918",3,96,16,4,2
"1919",3,96,16,4,1
"1920",3,96,16,4,2
"1921",2,96,16,4,1
"1922",3,0,7,2,2
"1923",2,0,6,2,1
"1924",4,0,8,2,2
"1925",3,0,8,2,1
"1926",6,96,1,2,2
"1927",2,0,9,2,1
"1928",3,0,7,2,2
"1929",6,96,3,2,2
"1930",6,96,1,2,2
"1931",1,96,16,4,2
"1932",1,96,16,4,1
"1933",4,0,8,2,2
"1934",2,5,8,2,1
"1935",6,96,1,2,2
"1936",2,96,16,4,2
"1937",2,96,16,4,1
"1938",2,52,14,2,2
"1939",3,0,13,2,1
"1940",4,0,11,2,1
"1941",4,12,11,2,2
"1942",6,96,2,2,2
"1943",1,0,11,4,2
"1944",1,0,15,4,1
"1945",4,0,16,3,1
"1946",4,0,12,3,2
"1947",3,0,11,4,1
"1948",1,0,12,2,1
"1949",2,0,6,2,2
"1950",3,0,15,4,2
"1951",1,24,14,4,1
"1952",3,0,11,2,1
"1953",3,0,11,2,1
"1954",6,96,1,2,2
"1955",2,32,10,4,1
"1956",2,0,8,4,2
"1957",6,96,1,4,2
"1958",6,96,3,4,2
"1959",6,96,2,4,2
"1960",6,96,3,4,2
"1961",2,0,11,2,1
"1962",2,36,4,2,2
"1963",1,0,4,2,2
"1964",6,96,3,2,2
"1965",4,0,15,4,1
"1966",2,0,12,2,1
"1967",2,0,13,2,2
"1968",2,0,10,2,2
"1969",3,0,10,2,1
"1970",2,0,6,2,2
"1971",2,4,4,2,2
"1972",1,0,4,2,2
"1973",6,96,3,2,2
"1974",2,10,7,3,1
"1975",2,0,10,2,2
"1976",2,6,6,2,2
"1977",1,0,4,2,2
"1978",3,0,10,2,1
"1979",3,0,8,2,2
"1980",3,0,10,2,1
"1981",6,96,1,2,2
"1982",6,96,1,2,2
"1983",6,96,1,2,2
"1984",6,96,1,2,2
"1985",4,0,12,2,2
"1986",4,0,13,2,1
"1987",3,0,6,2,2
"1988",3,0,6,2,2
"1989",3,3,6,2,2
"1990",1,96,16,4,2
"1991",1,96,16,4,1
"1992",3,7,11,2,1
"1993",3,0,11,2,2
"1994",2,0,12,2,2
"1995",1,0,14,2,1
"1996",3,0,9,4,1
"1997",3,0,10,4,2
"1998",6,96,3,4,2
"1999",6,96,1,4,2
"2000",4,0,11,2,1
"2001",3,10,12,2,2
"2002",6,96,1,2,2
"2003",4,0,8,2,1
"2004",2,0,8,2,2
"2005",6,96,1,2,2
"2006",1,0,15,4,1
"2007",2,0,15,4,2
"2008",3,0,11,2,1
"2009",3,0,12,2,2
"2010",4,12,12,2,1
"2011",4,0,12,2,2
"2012",3,96,16,4,1
"2013",2,96,16,4,2
"2014",3,0,11,2,2
"2015",3,0,11,2,1
"2016",2,96,16,2,2
"2017",2,0,12,4,1
"2018",3,0,11,2,2
"2019",4,0,12,2,1
"2020",6,96,3,2,2
"2021",6,96,2,2,2
"2022",2,0,12,2,1
"2023",2,2,12,2,2
"2024",3,24,6,2,2
"2025",1,96,16,4,1
"2026",2,96,16,4,1
"2027",4,0,12,2,1
"2028",1,0,13,2,2
"2029",4,0,11,2,1
"2030",2,0,11,2,2
"2031",1,7,4,2,2
"2032",6,96,3,2,2
"2033",2,4,4,2,2
"2034",4,0,8,2,1
"2035",4,0,9,2,2
"2036",6,96,2,2,2
"2037",6,96,1,2,2
