"","hlev2g","wksuem","agegp","efmjsi","efmjie"
"29944",6,96,3,2,2
"29945",1,32,7,2,2
"29946",2,32,6,2,2
"29947",3,0,8,4,1
"29948",6,96,3,4,2
"29949",6,96,2,4,2
"29950",6,96,1,4,2
"29951",6,96,1,4,2
"29952",2,15,6,2,1
"29953",2,0,9,2,1
"29954",2,0,10,2,2
"29955",3,0,6,4,1
"29956",6,96,1,4,2
"29957",1,96,16,4,1
"29958",1,96,16,4,2
"29959",3,0,12,2,1
"29960",3,0,11,2,2
"29961",1,0,11,2,1
"29962",4,96,16,6,1
"29963",3,0,7,2,1
"29964",4,0,9,2,2
"29965",2,0,15,2,2
"29966",2,0,8,2,1
"29967",2,0,7,2,1
"29968",3,0,7,2,2
"29969",6,96,1,2,2
"29970",6,96,1,2,2
"29971",4,0,7,2,2
"29972",4,0,8,2,1
"29973",6,96,1,2,2
"29974",2,0,14,2,1
"29975",2,32,12,2,1
"29976",4,0,8,2,1
"29977",4,0,8,2,2
"29978",4,0,7,2,2
"29979",4,0,7,2,1
"29980",2,96,16,6,2
"29981",1,96,16,6,1
"29982",1,96,16,2,2
"29983",3,0,8,2,1
"29984",3,96,16,4,1
"29985",3,96,16,4,2
"29986",1,0,9,2,1
"29987",2,0,8,2,2
"29988",6,96,2,2,2
"29989",6,96,1,2,2
"29990",6,96,1,2,2
"29991",3,96,16,6,1
"29992",4,96,16,6,1
"29993",3,0,14,2,1
"29994",2,0,12,2,1
"29995",1,96,16,6,1
"29996",3,0,15,6,2
"29997",4,96,16,6,1
"29998",3,4,13,3,1
"29999",4,0,7,7,2
"30000",4,0,8,7,1
"30001",3,0,7,2,1
"30002",4,0,7,5,1
"30003",3,12,6,2,1
"30004",3,3,12,2,1
"30005",4,0,8,2,1
"30006",4,0,15,2,2
"30007",4,0,13,2,1
"30008",1,96,16,4,1
"30009",1,0,11,2,1
"30010",6,96,3,2,2
"30011",3,0,10,2,1
"30012",4,0,13,6,1
"30013",4,0,14,6,2
"30014",3,0,14,4,2
"30015",1,0,14,4,1
"30016",1,16,7,2,2
"30017",1,0,7,2,1
"30018",6,96,2,2,2
"30019",6,96,2,2,2
"30020",6,96,2,2,2
"30021",3,0,16,2,2
"30022",4,0,13,2,1
"30023",2,0,10,2,1
"30024",1,0,10,2,2
"30025",1,19,4,2,2
"30026",4,0,11,2,2
"30027",3,0,12,2,1
"30028",1,0,5,2,2
"30029",1,0,5,2,2
"30030",3,0,14,6,1
"30031",4,0,14,6,2
"30032",1,0,11,2,2
"30033",4,0,11,2,1
"30034",6,96,2,2,2
"30035",2,0,12,2,1
"30036",9,42,9,2,2
"30037",4,0,9,2,1
"30038",6,96,1,2,2
"30039",6,96,1,2,2
"30040",3,52,15,4,1
"30041",3,0,11,2,2
"30042",3,0,11,2,1
"30043",2,0,9,2,2
"30044",3,0,9,2,1
"30045",6,96,3,2,2
"30046",6,96,2,2,2
"30047",6,96,2,2,2
"30048",2,96,16,6,1
"30049",4,0,12,2,2
"30050",4,0,12,2,1
"30051",9,0,6,2,2
"30052",2,0,5,2,2
"30053",3,0,14,5,2
"30054",3,0,13,5,2
"30055",3,4,8,5,2
"30056",1,96,16,5,1
"30057",4,0,13,3,1
"30058",4,0,7,2,2
"30059",4,4,7,2,1
"30060",4,0,12,2,2
"30061",4,0,13,2,1
"30062",1,96,16,5,1
"30063",4,0,13,2,1
"30064",4,0,12,2,2
"30065",4,42,6,2,2
"30066",4,0,7,2,2
"30067",3,0,8,2,1
"30068",2,0,7,2,2
"30069",1,0,8,2,1
"30070",6,96,1,2,2
"30071",6,96,2,2,2
"30072",6,96,3,2,2
"30073",4,0,11,2,2
"30074",4,0,10,2,1
"30075",6,96,2,2,2
"30076",2,0,6,2,2
"30077",2,0,6,2,1
"30078",6,96,1,2,2
"30079",3,0,11,2,1
"30080",1,0,9,2,2
"30081",6,96,3,2,2
"30082",2,0,12,2,2
"30083",4,0,8,2,1
"30084",2,0,6,2,2
"30085",3,0,8,2,2
"30086",3,2,9,2,1
"30087",6,96,1,2,2
"30088",3,0,13,4,1
"30089",2,0,6,4,2
"30090",1,0,9,2,1
"30091",6,96,3,2,2
"30092",4,96,16,6,1
"30093",2,96,16,6,2
"30094",3,11,9,4,1
"30095",3,0,13,4,2
"30096",6,96,3,4,2
"30097",6,96,3,4,2
"30098",6,96,2,4,2
"30099",3,0,11,2,2
"30100",3,0,12,2,1
"30101",2,0,4,2,2
"30102",1,0,4,2,2
"30103",4,0,14,4,1
"30104",2,0,10,2,2
"30105",4,0,9,2,1
"30106",6,96,2,2,2
"30107",6,96,1,2,2
"30108",4,0,10,2,1
"30109",6,96,3,2,2
"30110",6,96,3,2,2
"30111",2,0,6,2,2
"30112",2,0,14,6,1
"30113",4,0,14,6,2
"30114",4,0,9,2,1
"30115",3,0,10,2,2
"30116",3,0,12,2,1
"30117",2,12,12,2,2
"30118",2,10,4,2,2
"30119",2,0,6,2,2
"30120",4,0,14,2,1
"30121",4,0,14,2,2
"30122",4,0,6,2,2
"30123",3,0,7,2,1
"30124",4,0,7,2,1
"30125",1,0,13,2,1
"30126",1,96,16,4,1
"30127",3,0,15,6,1
"30128",2,0,14,6,2
"30129",3,96,16,2,2
"30130",2,0,14,2,1
"30131",2,0,14,2,1
"30132",4,0,12,2,2
"30133",4,0,12,2,1
"30134",4,0,7,2,2
"30135",2,0,6,2,2
"30136",2,0,5,2,2
"30137",1,0,8,2,1
"30138",2,0,8,2,1
"30139",3,0,7,2,2
"30140",1,96,16,4,1
"30141",3,20,7,2,2
"30142",3,0,6,2,1
"30143",1,96,16,4,1
"30144",4,0,10,2,1
"30145",3,0,11,2,2
"30146",6,96,3,2,2
"30147",6,96,2,2,2
"30148",3,0,15,6,1
"30149",4,0,15,6,2
"30150",3,0,14,4,2
"30151",2,0,14,4,1
"30152",4,0,9,2,1
"30153",4,12,8,2,2
"30154",6,96,2,2,2
"30155",6,96,1,2,2
"30156",9,0,11,2,1
"30157",9,0,11,2,2
"30158",2,0,5,2,2
"30159",2,0,6,2,2
"30160",6,96,3,2,2
"30161",6,96,3,2,2
"30162",3,0,10,2,2
"30163",2,0,11,2,1
"30164",1,0,4,2,2
"30165",6,96,3,2,2
"30166",2,40,12,2,2
"30167",3,10,11,2,1
"30168",3,0,6,2,2
"30169",2,0,14,4,1
"30170",4,0,12,2,1
"30171",2,4,8,2,1
"30172",6,96,1,2,2
"30173",3,0,10,2,1
"30174",3,0,13,2,2
"30175",4,0,9,2,2
"30176",4,10,7,2,1
"30177",3,52,6,4,1
"30178",3,0,9,2,2
"30179",3,0,9,2,1
"30180",6,96,3,2,2
"30181",6,96,2,2,2
"30182",6,96,1,2,2
"30183",1,0,14,7,1
"30184",3,0,15,4,1
"30185",3,96,16,4,2
"30186",3,0,10,2,2
"30187",4,0,11,2,1
"30188",6,96,3,2,2
"30189",6,96,2,2,2
"30190",3,96,16,6,1
"30191",2,0,15,6,2
"30192",2,0,14,6,1
"30193",1,96,16,4,1
"30194",3,0,14,4,2
"30195",2,0,13,6,2
"30196",2,0,12,6,1
"30197",4,0,14,2,1
"30198",3,96,16,2,2
"30199",3,0,6,2,1
"30200",1,0,14,4,1
"30201",1,16,13,2,2
"30202",3,0,12,2,2
"30203",4,30,7,2,1
"30204",3,0,11,2,2
"30205",3,0,11,2,1
"30206",2,26,4,2,2
"30207",6,96,3,2,2
"30208",6,96,3,2,2
"30209",4,20,8,4,2
"30210",4,4,8,4,1
"30211",6,96,2,4,2
"30212",6,96,2,4,2
"30213",6,96,1,4,2
"30214",6,96,1,4,2
"30215",2,0,13,2,1
"30216",2,96,16,6,2
"30217",2,0,13,6,2
"30218",3,0,14,6,1
"30219",2,48,13,2,2
"30220",2,0,14,2,1
"30221",2,0,6,2,2
"30222",3,0,7,2,1
"30223",1,0,7,2,1
"30224",1,0,7,2,2
"30225",6,96,1,2,2
"30226",3,0,7,2,2
"30227",1,0,7,2,1
"30228",6,96,1,2,2
"30229",6,96,2,2,2
"30230",1,0,15,4,1
"30231",2,0,15,6,1
"30232",2,0,14,6,2
"30233",1,0,16,5,1
"30234",3,0,11,2,2
"30235",3,0,11,2,1
"30236",3,0,6,2,2
"30237",1,0,12,2,1
"30238",3,0,10,2,1
"30239",2,0,6,2,2
"30240",1,0,11,2,1
"30241",1,16,11,2,2
"30242",3,0,6,2,2
"30243",3,0,8,2,1
"30244",2,0,8,2,2
"30245",6,96,1,2,2
"30246",6,96,1,2,2
"30247",3,0,12,2,1
"30248",3,9,12,2,2
"30249",1,0,15,4,1
"30250",1,0,15,4,2
"30251",2,96,16,6,1
"30252",3,0,15,2,2
"30253",3,0,15,2,1
"30254",3,0,15,2,1
"30255",2,0,15,6,2
"30256",4,0,15,6,1
"30257",2,96,16,4,1
"30258",2,52,11,4,2
"30259",3,26,13,4,2
"30260",2,52,7,4,1
"30261",3,0,8,2,1
"30262",3,0,7,2,2
"30263",3,0,8,2,1
"30264",6,96,1,2,2
"30265",2,8,10,2,1
"30266",1,96,16,4,1
"30267",3,0,15,4,2
"30268",3,0,12,2,2
"30269",3,0,13,2,1
"30270",3,96,16,2,2
"30271",3,0,12,2,2
"30272",4,10,11,2,1
"30273",1,0,4,2,2
"30274",2,0,6,2,2
"30275",2,0,14,4,1
"30276",2,0,11,2,1
"30277",2,0,8,2,1
"30278",4,0,9,2,2
"30279",4,0,9,2,1
"30280",6,96,2,2,2
"30281",6,96,1,2,2
"30282",3,0,10,4,1
"30283",4,0,16,6,1
"30284",4,0,16,6,2
"30285",3,0,14,2,1
"30286",4,0,14,2,2
"30287",4,0,10,2,2
"30288",1,0,4,2,2
"30289",6,96,3,2,2
"30290",4,0,13,6,2
"30291",2,4,6,6,2
"30292",1,0,4,6,2
"30293",4,0,14,6,1
"30294",3,0,16,4,1
"30295",1,0,15,4,2
"30296",9,0,9,2,2
"30297",1,0,8,2,2
"30298",1,0,15,2,1
"30299",2,96,16,6,1
"30300",2,0,13,2,1
"30301",1,96,16,4,1
"30302",1,96,16,4,2
"30303",4,0,15,6,1
"30304",4,0,12,6,2
"30305",3,0,13,2,1
"30306",3,0,8,2,1
"30307",3,0,9,2,2
"30308",6,96,2,2,2
"30309",6,96,1,2,2
"30310",4,0,9,2,1
"30311",4,0,9,2,2
"30312",6,96,3,2,2
"30313",6,96,2,2,2
"30314",4,0,10,2,1
"30315",3,52,7,4,1
"30316",6,96,2,4,2
"30317",6,96,1,4,2
"30318",3,0,9,2,2
"30319",3,0,10,2,1
"30320",6,96,3,2,2
"30321",6,96,2,2,2
"30322",1,96,16,4,2
"30323",1,96,16,4,1
"30324",1,0,12,2,1
"30325",3,0,12,2,2
"30326",1,24,13,2,1
"30327",3,0,7,2,2
"30328",3,24,7,2,2
"30329",4,0,9,2,1
"30330",6,96,1,2,2
"30331",6,96,1,2,2
"30332",3,0,9,2,2
"30333",2,0,7,2,1
"30334",3,0,11,2,2
"30335",3,0,10,2,1
"30336",6,96,3,2,2
"30337",4,0,9,2,2
"30338",2,0,9,2,1
"30339",6,96,1,2,2
"30340",6,96,1,2,2
"30341",3,26,9,2,1
"30342",2,0,11,2,2
"30343",2,0,11,2,1
"30344",2,0,15,2,1
"30345",3,0,13,2,2
"30346",3,0,8,2,2
"30347",3,0,6,2,2
"30348",4,0,9,2,1
"30349",4,52,8,2,2
"30350",6,96,2,2,2
"30351",6,96,1,2,2
"30352",4,0,12,2,1
"30353",1,0,4,2,2
"30354",1,96,16,4,1
"30355",2,0,12,2,1
"30356",1,0,16,6,2
"30357",3,0,14,6,1
"30358",2,25,6,2,2
"30359",9,0,7,2,1
"30360",1,0,13,6,1
"30361",3,0,13,6,2
"30362",3,0,16,6,1
"30363",2,96,16,6,2
"30364",3,0,12,2,2
"30365",3,0,12,2,1
"30366",1,96,16,4,1
"30367",1,96,16,4,2
"30368",2,0,15,2,2
"30369",2,0,15,2,2
"30370",2,0,10,2,2
"30371",2,0,9,2,1
"30372",3,0,9,2,2
"30373",4,0,13,2,1
"30374",4,36,13,5,1
"30375",4,52,14,5,2
"30376",3,0,8,2,1
"30377",3,27,9,2,2
"30378",6,96,1,2,2
"30379",6,96,1,2,2
"30380",3,0,15,6,2
"30381",3,0,15,6,1
"30382",2,0,12,4,1
"30383",2,0,6,4,2
"30384",1,0,9,2,1
"30385",4,0,7,2,2
"30386",6,96,1,2,2
"30387",1,96,16,4,1
"30388",2,0,11,4,1
"30389",4,0,8,5,1
"30390",1,96,16,4,1
"30391",2,0,9,2,1
"30392",2,0,9,2,2
"30393",3,96,16,4,2
"30394",3,0,15,4,1
"30395",3,0,13,2,2
"30396",2,0,12,2,1
"30397",4,0,6,2,2
"30398",6,96,1,2,2
"30399",4,0,6,2,1
"30400",2,2,7,2,1
"30401",4,0,8,2,1
"30402",4,0,9,2,1
"30403",4,0,11,2,2
"30404",6,96,3,2,2
"30405",1,0,13,2,1
"30406",2,3,7,2,2
"30407",1,0,13,2,2
"30408",2,0,15,6,2
"30409",1,96,16,6,1
"30410",3,0,11,2,1
"30411",4,0,9,2,2
"30412",2,0,13,2,1
"30413",1,0,15,2,2
"30414",4,0,8,2,2
"30415",3,0,8,2,1
"30416",6,96,1,2,2
"30417",2,0,15,4,2
"30418",2,0,15,4,1
"30419",3,26,7,4,2
"30420",6,96,2,4,2
"30421",3,0,8,2,1
"30422",6,96,3,2,2
"30423",6,96,3,2,2
"30424",6,96,2,2,2
"30425",6,96,1,2,2
"30426",3,12,10,2,2
"30427",9,0,10,2,1
"30428",1,0,4,2,2
"30429",2,0,6,2,2
"30430",6,96,3,2,2
"30431",4,0,13,2,2
"30432",4,0,14,2,2
"30433",3,4,7,2,1
"30434",3,0,7,2,1
"30435",2,0,8,2,2
"30436",2,0,12,2,2
"30437",2,0,12,2,2
"30438",1,96,16,2,1
"30439",3,0,13,2,1
"30440",3,0,14,2,2
"30441",3,0,8,2,2
"30442",9,0,6,2,2
"30443",3,0,6,2,1
"30444",6,96,1,2,2
"30445",3,0,13,2,1
"30446",2,0,13,6,1
"30447",3,0,12,6,2
"30448",3,18,8,4,1
"30449",3,0,7,4,2
"30450",6,96,1,4,2
"30451",6,96,1,4,2
"30452",3,0,12,2,2
"30453",3,0,11,2,1
"30454",3,0,10,2,2
"30455",4,0,10,2,1
"30456",6,96,2,2,2
"30457",1,96,16,6,1
"30458",3,0,12,2,2
"30459",4,0,15,2,1
"30460",4,0,11,2,2
"30461",4,0,11,2,1
"30462",1,0,4,2,2
"30463",6,96,3,2,2
"30464",6,96,3,2,2
"30465",6,96,3,2,2
"30466",6,96,2,2,2
"30467",3,0,12,2,1
"30468",3,0,12,2,2
"30469",4,0,12,2,2
"30470",2,0,12,2,1
"30471",2,0,6,2,2
"30472",2,0,12,2,2
"30473",3,0,13,2,1
"30474",2,48,6,2,2
"30475",1,0,14,2,2
"30476",1,52,15,2,1
"30477",4,0,11,2,1
"30478",2,0,14,7,1
"30479",1,0,15,4,2
"30480",1,96,16,4,1
"30481",4,0,14,5,2
"30482",4,0,13,5,1
"30483",1,96,16,4,2
"30484",3,43,12,4,1
"30485",1,42,12,6,2
"30486",4,51,14,6,1
"30487",2,96,16,4,1
"30488",1,96,16,4,2
"30489",1,96,16,4,2
"30490",2,0,12,2,2
"30491",1,96,16,2,2
"30492",2,0,11,2,1
"30493",2,0,4,2,2
"30494",2,0,12,2,2
"30495",3,0,12,2,1
"30496",1,0,11,4,1
"30497",3,32,13,4,1
"30498",4,0,14,6,1
"30499",3,0,10,2,2
"30500",4,0,9,2,1
"30501",4,0,13,2,1
"30502",3,0,14,2,2
"30503",2,0,15,2,2
"30504",3,0,13,2,2
"30505",3,0,9,2,2
"30506",4,0,8,2,1
"30507",2,0,12,2,1
"30508",4,0,13,2,2
"30509",2,0,8,2,2
"30510",4,0,8,2,1
"30511",6,96,1,2,2
"30512",3,96,16,6,1
"30513",3,96,16,6,2
"30514",4,0,12,2,1
"30515",4,0,12,2,2
"30516",6,96,3,2,2
"30517",6,96,3,2,2
"30518",4,0,12,2,2
"30519",3,0,12,2,1
"30520",2,26,5,2,2
"30521",2,0,5,2,2
"30522",2,0,15,6,1
"30523",3,0,15,6,2
"30524",4,13,9,2,2
"30525",4,9,10,2,1
"30526",6,96,2,2,2
"30527",6,96,1,2,2
"30528",3,0,9,2,1
"30529",3,0,8,2,2
"30530",2,0,14,2,2
"30531",2,0,13,2,1
"30532",1,0,14,3,2
"30533",1,0,15,3,1
"30534",2,0,12,2,1
"30535",4,0,14,2,1
"30536",3,0,14,2,2
"30537",3,0,11,2,2
"30538",1,12,13,2,1
"30539",1,0,13,2,1
"30540",2,0,13,2,2
"30541",4,96,16,4,1
"30542",2,96,16,4,2
"30543",4,0,13,2,1
"30544",4,0,14,2,2
"30545",4,0,11,2,2
"30546",3,0,10,2,1
"30547",3,0,15,2,2
"30548",6,96,3,2,2
"30549",6,96,1,2,2
"30550",1,0,14,3,1
"30551",1,0,8,3,2
"30552",1,0,9,2,1
"30553",2,0,8,2,2
"30554",6,96,2,2,2
"30555",3,0,12,2,2
"30556",3,0,12,2,2
"30557",3,7,7,2,1
"30558",4,0,7,2,2
"30559",1,16,6,2,2
"30560",3,0,13,6,1
"30561",3,0,11,6,2
"30562",3,0,6,2,1
"30563",2,0,12,2,2
"30564",3,0,14,2,1
"30565",3,0,13,2,2
"30566",3,0,13,2,1
"30567",4,0,12,2,1
"30568",4,0,11,2,2
"30569",2,0,5,2,2
"30570",2,0,11,2,1
"30571",3,0,10,2,2
"30572",2,0,5,2,2
"30573",6,96,3,2,2
"30574",1,0,14,4,1
"30575",2,0,12,4,1
"30576",2,0,11,2,2
"30577",2,0,12,2,1
"30578",9,10,6,2,2
"30579",3,0,13,2,1
"30580",2,0,5,2,2
"30581",1,0,13,2,1
"30582",4,0,13,6,2
"30583",3,0,14,6,1
"30584",2,0,5,6,2
"30585",3,0,10,2,1
"30586",1,4,4,2,2
"30587",3,0,7,2,1
"30588",4,0,13,2,1
"30589",2,0,15,2,2
"30590",2,0,11,2,1
"30591",4,96,16,6,1
"30592",3,0,16,6,2
"30593",4,0,15,4,1
"30594",4,0,14,4,2
"30595",2,0,8,4,1
"30596",6,96,3,4,2
"30597",6,96,1,4,2
"30598",6,96,1,4,2
"30599",3,96,16,6,1
"30600",4,0,14,2,2
"30601",3,0,14,2,1
"30602",4,0,13,2,1
"30603",3,0,13,2,2
"30604",1,0,9,3,2
"30605",1,0,8,3,1
"30606",1,0,4,3,2
"30607",6,96,2,3,2
"30608",3,0,16,2,1
"30609",3,0,13,2,1
"30610",3,0,13,2,2
"30611",2,0,13,3,1
"30612",2,0,14,3,2
"30613",3,12,8,2,2
"30614",2,0,6,2,1
"30615",2,0,6,2,2
"30616",4,0,15,4,1
"30617",3,96,16,4,2
"30618",3,52,10,4,2
"30619",2,96,16,4,1
"30620",3,96,16,2,2
"30621",3,0,15,2,1
"30622",1,96,16,4,1
"30623",3,0,12,2,1
"30624",4,0,10,2,2
"30625",4,0,9,2,1
"30626",6,96,2,2,2
"30627",6,96,1,2,2
"30628",1,96,16,4,1
"30629",1,96,16,4,1
"30630",3,0,12,3,1
"30631",3,0,15,4,1
"30632",3,0,16,4,1
"30633",1,0,15,6,1
"30634",3,0,14,6,2
"30635",4,0,14,2,1
"30636",4,52,13,2,2
"30637",9,40,6,2,2
"30638",3,6,8,2,2
"30639",3,0,8,2,1
"30640",6,96,1,2,2
"30641",6,96,1,2,2
"30642",4,0,13,2,1
"30643",3,0,10,2,2
"30644",2,17,5,2,2
"30645",6,96,3,2,2
"30646",4,0,13,6,1
"30647",2,0,14,4,2
"30648",2,0,15,4,1
"30649",3,13,13,2,1
"30650",3,0,13,2,1
"30651",1,96,16,6,1
"30652",4,0,13,2,1
"30653",4,0,15,5,1
"30654",3,0,7,2,1
"30655",2,0,13,4,1
"30656",2,28,7,4,1
"30657",2,0,12,2,1
"30658",1,52,5,2,2
"30659",3,96,16,2,2
"30660",3,0,14,2,2
"30661",2,0,10,2,1
"30662",2,0,9,2,2
"30663",2,0,4,2,2
"30664",6,96,3,2,2
"30665",6,96,2,2,2
"30666",4,13,13,2,2
"30667",3,0,11,2,1
"30668",1,0,4,2,2
"30669",4,0,15,6,2
"30670",4,96,16,6,1
"30671",1,0,15,4,1
"30672",3,0,15,4,2
"30673",3,96,16,4,1
"30674",3,0,14,3,1
"30675",1,0,8,3,2
"30676",3,0,13,2,1
"30677",2,0,7,2,1
"30678",3,0,7,2,1
"30679",6,96,1,2,2
"30680",3,0,6,2,2
"30681",3,15,14,2,2
"30682",2,0,13,2,1
"30683",2,96,16,4,1
"30684",2,0,12,5,1
"30685",1,96,16,4,1
"30686",3,0,11,2,2
"30687",2,34,6,2,2
"30688",2,25,13,2,1
"30689",3,96,16,6,2
"30690",4,96,16,6,1
"30691",3,0,8,2,1
"30692",4,0,8,2,2
"30693",3,96,16,4,1
"30694",3,0,12,4,2
"30695",2,96,16,4,1
"30696",3,0,9,3,1
"30697",2,0,8,3,2
"30698",6,96,1,3,2
"30699",6,96,2,3,2
"30700",3,0,14,6,1
"30701",4,0,14,2,1
"30702",2,0,14,4,1
"30703",3,0,10,2,1
"30704",1,96,16,4,1
"30705",1,96,16,4,2
"30706",1,36,9,2,2
"30707",4,0,9,2,1
"30708",6,96,1,2,2
"30709",4,0,11,2,2
"30710",3,0,12,2,1
"30711",9,0,4,2,2
"30712",6,96,3,2,2
"30713",6,96,3,2,2
"30714",6,96,2,2,2
"30715",6,96,2,2,2
"30716",3,0,9,2,1
"30717",1,0,7,2,1
"30718",4,0,15,2,2
"30719",2,12,14,2,1
"30720",3,0,10,2,1
"30721",3,0,9,2,2
"30722",6,96,1,2,2
"30723",6,96,1,2,2
"30724",3,96,16,4,1
"30725",1,0,15,4,1
"30726",2,0,15,4,2
"30727",3,0,10,4,2
"30728",4,0,15,6,1
"30729",1,0,15,4,2
"30730",2,0,7,4,1
"30731",2,0,14,6,2
"30732",1,0,15,6,1
"30733",1,96,16,4,2
"30734",2,96,16,4,1
"30735",1,96,16,4,1
"30736",4,96,16,6,1
"30737",1,96,16,4,1
"30738",1,96,16,4,2
"30739",4,0,15,6,2
"30740",4,0,15,6,1
"30741",2,0,12,4,1
"30742",3,0,6,2,1
"30743",4,0,7,2,2
"30744",1,0,14,6,1
"30745",2,0,15,4,2
"30746",2,0,15,4,1
"30747",3,96,16,4,2
"30748",1,96,16,4,1
"30749",4,0,10,2,1
"30750",3,0,11,2,2
"30751",6,96,3,2,2
"30752",6,96,2,2,2
"30753",6,96,1,2,2
"30754",4,0,15,2,2
"30755",3,0,15,2,1
"30756",1,0,14,4,1
"30757",4,0,12,2,2
"30758",4,0,13,2,1
"30759",2,96,16,4,1
"30760",1,96,16,4,1
"30761",2,0,12,4,1
"30762",1,0,15,2,1
"30763",1,0,14,2,2
"30764",9,44,6,2,1
"30765",2,52,6,2,2
"30766",9,52,7,4,1
"30767",1,52,12,2,2
"30768",4,0,8,2,1
"30769",3,0,15,3,2
"30770",3,0,15,3,1
"30771",2,96,16,4,1
"30772",2,96,16,4,2
"30773",3,2,11,2,1
"30774",3,0,11,2,2
"30775",2,28,5,2,2
"30776",2,0,4,2,2
"30777",6,96,3,2,2
"30778",3,0,10,2,2
"30779",4,0,10,2,1
"30780",6,96,3,2,2
"30781",6,96,3,2,2
"30782",9,0,6,2,1
"30783",2,0,13,2,1
"30784",3,0,7,2,2
"30785",2,0,9,2,1
"30786",3,0,9,2,2
"30787",6,96,2,2,2
"30788",6,96,2,2,2
"30789",3,0,8,2,2
"30790",2,0,8,2,1
"30791",6,96,1,2,2
"30792",3,0,11,2,2
"30793",4,0,11,2,1
"30794",2,0,5,2,2
"30795",3,0,9,2,2
"30796",2,0,9,2,1
"30797",6,96,3,2,2
"30798",2,8,6,2,2
"30799",2,20,14,2,2
"30800",2,12,14,2,2
"30801",2,0,9,2,1
"30802",3,0,13,2,1
"30803",1,0,15,4,1
"30804",1,96,16,4,2
"30805",4,16,9,4,1
"30806",6,96,1,4,2
"30807",3,10,11,2,2
"30808",4,0,12,2,1
"30809",2,0,14,2,1
"30810",2,0,15,2,2
"30811",2,0,9,2,2
"30812",2,0,5,2,2
"30813",3,0,13,2,2
"30814",4,0,13,2,1
"30815",3,16,7,2,2
"30816",4,0,13,2,2
"30817",2,0,13,2,1
"30818",3,0,7,2,1
"30819",2,0,6,2,2
"30820",3,0,7,2,1
"30821",3,0,7,2,1
"30822",4,0,6,2,2
"30823",1,96,16,4,1
"30824",3,0,11,3,1
"30825",2,0,13,3,2
"30826",6,96,3,3,2
"30827",6,96,3,3,2
"30828",2,0,13,2,2
"30829",3,0,13,2,1
"30830",4,4,9,2,2
"30831",3,0,10,2,1
"30832",6,96,1,2,2
"30833",6,96,1,2,2
"30834",3,36,14,4,1
"30835",3,38,13,2,2
"30836",1,37,14,2,1
"30837",3,0,9,2,2
"30838",3,0,9,2,1
"30839",6,96,1,2,2
"30840",2,0,6,2,2
"30841",2,0,5,2,2
"30842",4,0,11,2,1
"30843",3,0,10,2,2
"30844",6,96,3,2,2
"30845",9,52,11,4,1
"30846",4,0,14,5,2
"30847",4,0,15,5,1
"30848",3,0,11,2,2
"30849",4,0,11,2,1
"30850",2,0,6,2,2
"30851",2,96,16,6,2
"30852",1,96,16,6,1
"30853",9,0,16,4,1
"30854",3,96,16,6,1
"30855",4,0,15,4,1
"30856",6,96,3,2,2
"30857",4,0,9,2,1
"30858",3,0,8,2,2
"30859",1,0,4,2,2
"30860",6,96,3,2,2
"30861",6,96,1,2,2
"30862",4,0,9,2,1
"30863",2,0,8,2,2
"30864",6,96,2,2,2
"30865",3,0,10,2,1
"30866",9,0,11,2,2
"30867",2,0,12,2,1
"30868",4,0,7,2,2
"30869",2,0,14,2,1
"30870",2,12,13,2,2
"30871",1,0,8,2,2
"30872",3,0,16,4,1
"30873",3,0,15,4,2
"30874",3,0,9,2,1
"30875",3,15,9,2,2
"30876",6,96,1,2,2
"30877",6,96,1,2,2
"30878",3,35,11,2,2
"30879",3,44,12,2,1
"30880",1,37,13,2,1
"30881",3,0,9,2,2
"30882",6,96,3,2,2
"30883",6,96,1,2,2
"30884",2,0,8,2,1
"30885",1,0,7,2,2
"30886",4,0,13,2,2
"30887",4,0,14,2,1
"30888",4,96,16,4,1
"30889",4,96,16,4,2
"30890",3,0,11,2,2
"30891",2,0,11,2,1
"30892",2,0,5,2,2
"30893",1,0,4,2,2
"30894",2,17,7,2,1
"30895",6,96,2,2,2
"30896",6,96,1,2,2
"30897",3,96,16,6,1
"30898",4,0,12,2,1
"30899",4,0,13,2,2
"30900",1,0,4,2,2
"30901",3,0,10,2,1
"30902",3,0,9,2,2
"30903",6,96,1,2,2
"30904",6,96,1,2,2
"30905",9,0,15,2,1
"30906",3,0,9,2,2
"30907",2,0,10,2,1
"30908",3,0,10,3,2
"30909",2,0,9,3,1
"30910",2,8,5,3,2
"30911",4,0,13,2,1
"30912",4,0,13,2,2
"30913",4,0,8,2,2
"30914",3,0,7,2,2
"30915",2,0,7,2,1
"30916",6,96,1,2,2
"30917",6,96,1,2,2
"30918",4,0,13,2,1
"30919",4,0,13,2,2
"30920",4,0,6,2,2
"30921",1,0,12,3,1
"30922",1,96,16,4,2
"30923",1,96,16,4,1
"30924",1,32,7,2,1
"30925",4,0,7,2,2
"30926",3,6,7,4,2
"30927",1,10,6,4,2
"30928",2,0,12,4,1
"30929",3,0,11,2,2
"30930",2,0,13,2,1
"30931",4,0,11,2,1
"30932",4,52,8,2,2
"30933",6,96,1,2,2
"30934",6,96,1,2,2
"30935",2,0,6,2,1
"30936",4,0,7,2,1
"30937",3,0,10,2,1
"30938",6,96,3,2,2
"30939",4,0,8,2,1
"30940",3,0,8,2,1
